"Uno de los mejores profesores de electronica y de toda la universidad del valle. Lleno de capacidades y nuevos conocimientos para dar a sus estudiantes, nunca para de estudiar y se esfuerza porque todos entendamos cada tema de manera completa gracias a su acompañamiento. :D De nuevo, ¡USTED ES EL MEJOR NUNCA CAMBIE!",2
Uno de los mejores docentes,1
"Una profesora que sabe mucho sobre los temas, solo que no sabe mucho compartirlos, no le gusta responder mucho las dudas que se tengas, le daba rabia que preguntaramos sobre alguna duda, y a uno le daba hasta miedo preguntar. muchas cosas por mejorar la profe",-1
"Una profesora muy estricta y eso hace que nos esforcemos más para dar cumplimiento con los trabajos y de una óptima calidad, así que es bueno eso",1
"Una profesora muy entregada a su clase, con muchisima experiencia en su campo",1
Una profersora muy comprensiva y que sabe explicar temas muy extensos con mucha claridad me gustaria ver mas clases con ella,1
Una profersora muy comprensiva y que sabe explicar temas muy extensos con mucha claridad me gustaria ver mas clases con ella,1
Una muy buena docente,1
"Una muy buena clase, excelente profesor",1
"Una muy agradable clase, un exclente profesor, al punto en que el tiempo se nos queda corto para tocar todas las temáticas que se desean, pero fue muy agradable, gracias (Ojalá desarrollase tambien diseño de interfaces, la otra asignatura)",1
Una mejor explicacion clara,-1
"Una gran profesora, pero lo malo es su ññegada a tarde",-1
"Una excelente y significativa experencia a lo largo de la construcción de todo el proyecto; que buen trabajo profe, muchas gracias.",1
Una excelente profesora.,1
"Una excelente profesora , brinda muy bien las clases, enseñando con buena explicación los temas, maneja mucho el tema para así aprender de una, una excelente profesional en el área y muy amable.",1
Una excelente profesora,1
"Una excelente metodología, su conocimiento impregna de seguridad el aula",1
"Una excelente maestra, tiene muy buen disposicion a la hora de dar las clases y las hece menos monotonas y mas interesantes",2
"Una excelente forma de compartir todo su conocimiento que es muchisimo, gracias",1
Una excelente docente.,1
"UNA EXCELENTE DOCENTE, QUIERO RESALTAR SU CAPACIDAD DE REFLEXION, MANEJO DE LOS TEMAS Y EXPERIENCIA.",1
UNA EXCELENTE DOCENTE CON UN MANEJO DE LOS TEMAS Y SE EVIDENCIA LA EXPERIENCIA,1
Una excelente docente,1
Una excelente docente,1
"Una docente realmente dispuesta a colaborar a sus estudiantes, por medio de ella aprendimos en general a realizar informes de lectura, reseñas y ensayos con total disponibilidad a las dudas de nosotros. Me encató su metodología",2
"Una docente muy amable y agradable con sus estudiantes, siempre intentando que entendamos de diversas maneras para que nonos distraigamos",1
"Una docente altamente calificada, es excelente y un ejemplo a seguir. Se debería considerar para más asignaturas, en realidad sabe explotar el talento de sus estudiantes.",1
"Una de las mejores profesoras que he podido conocer, su forma de ser y su metodología es algo excepcional",1
"Una de las mejores materias del curso, excelente trabajo.",1
Una chimba el profesor :) gracias bro,1
Una buena clase de esparcimiento,1
"Un profesor que tiene mi mayor admiración, gracias a él he aprendido a argumentar y a ser una mujer crítica. Mucho aprendizaje durante el semestre. Cabe resaltar que se esforzó muchísimo por hacer de sus clases, clases creativas y fuera de lo común con juegos y actividades en medio de las clases.",2
Un profesor que tiene demasiado conocimiento. Me gusta su metodologia,1
Un profesor que se esfuerza por enseñar y que quiere lo mejor para sus alumnos.,1
Un profesor muy ordenado y dedicado,1
"Un profesor muy dinamico en todo lo que hacia, comprendio y respeto el punto de vista de cada uno de los estudiantes",2
Un profesor muy dedicado. muy buen docente. mas como esos en la univalle.,2
"Un profesor muy comprometido por el aprendizaje de los estudiantes, demostrando sus conocimientos y empleando clases dinámicas.",1
Un profesor flexible y de calidad,1
"Un profesor excelente, todos sus temas muy claros y precisos, y nos daba el tiempo necesario para resolver todo",1
"Un profesor excelente, se le entiende muy bien, y siempre resuelve dudas,",2
"Un profesor excelente, motiva mucho a seguir estudiando y preparandose, motiva a la investigación y eso me gusta",2
"Un profesor excelente, en cada una de sus clases utilizaba ciertas dinamicas para poder hacer entender la tematica",2
"Un profesor ejemplar, demuestra el amor hacia esta ciencia, busca que los estudiantes aprendan, es rígido cuando debe serlo, si bien he fallado en comprender algunas cosas, quizás por unas bases mal cimentadas de cursos anteriores, no ha sido mi mejor curso y hay posibilidad que pierda,esta claro que la forma en que el profesor busca trasmitir el interés hacia la materia con ejercicios aplicativos es Única, que su enseñanza ha sido clara y que si bien las matemáticas nunca han sido mi fuerte, hace ver las cosas de una manera mas sencilla.",1
"Un profesor ejemplar en cuanto a la entrega oportuna de notas, felicitaciones",1
"Un profesor de exigencias altas, no apto para cardiacos",0
"Un profesor con una tremenda vocación, motiva al estudiante, explica muy bien, paciente, diligente y con mucha pasión por lo que hace",2
"Un profesor comprometido, siempre esta disponible para sus estudiantes, una persona que maneja el tema a la perfección, es una persona que le aporta mucho a la universidad, más personas como estas en la universidad y la UNIVERSIDAD DEL VALLE y sera aun más de calidad.",2
"Un profesor comprometido con su clase, explica demasiado bien y siempre resuelva las dudas que tengamos con la pasion que se nota que tiene por enseñar.",2
"Un poco mas de dinamismo y comunicación asertiva por parte del docente a los estudiantes. dado que algunas personas son muy susceptibles a un tono de voz y unas palabras ""no adecuadas""",-1
"Un poco fuerte al hablar, y extraña manera de calificar",-1
Un poco de desorden en el curso,-1
Un poco arrogante,-1
"Un muy buen profesor, sabe demostrar de donde surguieron las formulas para mayor entendimiento de el tema explicado",1
"Un muy buen profesor, pero me parece un poco innecesaria la asignatura y además come demasiado tiempo para su entendimiento",1
"Un muy buen profesor, lo unico malo es que no se preocupa mucho por la calidad de las clases, ejemplos con pain, usa excel que se ve de lejos, un microfo muy malo, las clases parecen un poco improvisadas, si usara una tablet, mejor sonido, y un poco mas de dinamismo, seria 10\10 igual muy buen profesor y muy apreciado por sus estudiantes",0
"Un muy buen profesor, dando una muy buena materia, ademas supo llevar y abarcar todos los temas en 4 horas semanales y a esto sumarle el hecho de parar para
explicar y aclarar dudas",2
Un muy buen curso y muy buen docente.,1
Un horario bastante complicado para los que no vivimos en Tulua,0
Un gran profesor con una exlenete pegagogia de enseñanza,1
Un gran profesor con su metodologia de enseñanza nos generó una nueva perspectiva frente a nuestros habitos alimenticios y de la manera de cuidarnos.,1
Un gran docente. son docentes que aportan un buen futuro para el pais. con su exigencia!,1
"Un gran docente, siempre puntual y claro en los temas",1
"Un exelente profesor, de los mejores que he tenido",1
"Un excelente profesor, sin nada más que decir.",0
"Un excelente profesor, respetuoso y muy centrado en lo que debe hacer en el curso",1
"Un excelente profesor, es admirable su preocupación por los estudiantes y el interes que tiene en el aprendizaje verdadero",2
"Un excelente profesor, dispuesto a un acompañamiento a los estudiantes para desarrollar mejores competencias y habilidades en los temas tratados en clase que nos permiten a los estudiantes obtener un acompañamiento para temáticas complejas vistas en clase pese a los vacios de tiempo que se generan por los calendarios académicos",1
"Un excelente profesor, desarrolla una muy buena metodología para impartir sus conocimientos a los estudiantes permitiendo retar la autocritica para el desarrollo de habilidades acerca de los temas planteados",1
"Un excelente profesor, brinda muy bien su enseñanza, utiliza una muy buena metodología para nosotros.",1
"Un excelente profesor, brinda muy bien las clases, es respetuoso, se dirige muy bien a explicar y enseñar aplicando muy bien su trabajo",2
Un excelente profesor sin queja ni duda alguna y si ve esto perdirle disculpa porque Aveces no atender a su clases como debe ser..... Un profesional totalmente y con un gran conocimiento sin duda uno de los mejores docentes de Univalle.,1
Un excelente profesor en el cual se puede encontrar muy buena informacion,1
Un excelente profesor el cual nos dio una buena informacion para poder aprender mas cosas,1
Un excelente profesor con mucha paciencia a la hora de sus clases,1
UN EXCELENTE PROFESOR,1
Un excelente profesor,1
Un excelente profesor,1
Un excelente docente.,1
Un EXCELENTE docente.,1
"Un excelente docente, su metodologia permite una facil comprension de los temas de la asignatura",1
"Un excelente docente, el mejor del area en la que se desempeña, su manera de enseñar es unica; y su trato con los estudiantes el mejor. Gracias profesor por acompañarnos en la carrera!!",2
"Un excelente acompañamiento por parte del docente, el cual al terminar los temas que ya estaban estipulados decidio continuar con nuevos los cuales han sido de completo provecho par mi formacion educativa",1
"Un docente muy preparado , el mejor de ecuaciones, cálculo y todo lo relacionado, nos tiene paciencia como estudiantes y explica todas las veces necesarias para dejarnos claro el tema.",2
"Un docente extraordinario y agradable en la metología de cada una de sus clases, a pesar de que el horario era tan temprano, sus clases eran entretenidas y eso ayudaba a tener un aprendizaje significativo",1
"Un docente con mucho conocimiento, pondria esta materia en los primeros semestres de la carrera",1
"Un curso muy oportuno para nuestro perfil ocupacional, donde nos indican pasos y buenas practicas para la comunicación oral y escrita para trasmitir ideas",1
"Un curso muy interesante, aunque el profesor no lo es. En la mayoria de ocasiones el profesor exige mucha participación en clase, lo que hace perder el ritmo de esta y se vuelva aburrida. Además en otras ocasiones el profesor desborda mucha arrogancia en una falsa humildad para dar a entender que es un docente excepcional, cuando en verdad no lo es para tanto y otros docentes lo demuestran sin alardear de su pedagogia y su enseñanza. Y los pocos estudiantes que participan en clase, les responde con comentarios muy tajantes o en ocasiones grosero",-2
"Un curso muy importante a la hora de querer implemetar control de dispositivos ac con ctos dc, una aplicacion muy util",1
"Un curso muy apropiado para entender la diferencia entre tecnicos e ingenieros, los compañeros explicaron temas interesantes sobre robotica, inteligencia artificial, derechos de autor y demas, aprendi a certificar mis programas en el dna colombia, fuimos a 3 capacitaciones, en lo particulas muy satisfecho, gracias por permitir esta formacion para el futuro de las demas formaciones",1
"Un curso introductorio muy oportuno y bien planteado para el desarrollo de nuestra tecnología, sobretodo en el área de calculo, que es una materia de por si compleja, pero gracias al curso podemos abordarla mejor.",1
"Un curso diferente al resto que aunque encontremos responsabilidades en él, podemos salir un poco de la rutina y en él podemos encontrar un buen profesor",1
Un buen profesora.,1
Un buen profesor.,1
"Un buen profesor, tiene buenas didacticas y son entretenidas sus clases",1
"Un buen profesor, con amplio conocimiento en el tema y una muy buena metodologia de enseñanza",1
"UN BUEN PROFESOR, BUENA METODOLOGÍA AUNQUE ES UN POCO ESTRICTO EN LAS NOTAS...APRENDÍ MUCHO",1
Un buen profesor,1
Un buen profesor,1
"Un buen docente, la verdad se siente la capacidad que tiene para enseñar, conoce del tema y lo maneja muy bien. Solo una observación, no me gustó la manera como nos trató la semana siguiente al primer opcional, es obvio que es una falta muy grave lo que hicieron algunos de mis compañeros, pero el llamado de atención fue un poco fuerte. De resto la actitud fue muy buena, solo ese día que pasaron muchas cosas.",1
Un bacan como docente y persona,1
"Tuvo buena comunicación con nosotros los alumnos, excelente docente",1
"Tratar de que explique de diferentes formas , no todos tenemos las mismas capacidades para aprender , a algunos se nos dificulta un poco mas y entender los conceptos con los que explica el profesor es algo dificil pero efrain es un buen profesor",-1
Tratar de explicar de una manera mas sencilla y facil de entender para los estudiantes,-1
Tratar de cumplir un poco más con el horario y dejar un poco más claros algunos temas sobre las resolución que competen a nuestra facultad.,-1
Trata siempre de encontrar la mejor forma de explicar las clases y que se entiendan,1
"TRAS DE QUE LA EDUCACION EN COLOMBIA ES MEDIOCRE, MALA. HACEN DURAR UNA CARRERA UNIVERSITARIA 5 AÑOS, LLENANDOLA DE
ASIGNATURAS DE RELLENO COMO ESTA Y NO ENFOCANDONOS EN LO QUE REALMENTE DEBEMOS APRENDER. LISTO ES LO QUE HAY EN COLOMBIA Y
SE ACEPTA PERO LA PROFESORA DE ESTA ASIGNATURA LLEVA SU VOCACION DE DOCENCIA A OTRO NIVEL, PARCIALES CON TIEMPO MUY CORTOS,
LLENOS DE LECTURA EN ELLOS Y ES UNA MATERIA QUE NO TIENE IMPORTANCIA EN ESTA CARRERA DEBERIA SER ENSEÑADA EN EL COLEGIO",0
Transmite al estudiante un buen aprendizaje a la materia ya que con los talleres y laboratorios se obtuve un buen aprendizaje,1
Todos los temas fueron bien explicados,1
Todo su planteamiento en cada clase fue muy acorde,1
Todo quedo super bien y claro,1
Todo perfecto.,1
Todo perfecto.,1
Todo muy en las explicaciones y como es importante la administración en nuestra rama,1
Todo muy bien. El profesor explica muy bien todos los temas,1
"Todo muy bien, tal vez no favoreció la hora de la clase, pero en términos generales la explicación fue clara y me voy con muchos temas refinados y aprendidos",1
"Todo muy bien, profesor a pesar de que algunos se pueden quejar de el tiempo de entrega de notas sé que a usted le gusta revisar muy bien los procedimientos y dada la virtualidad la calificación de estos exámenes se le convierten en un dolor de cabeza, mi admiración y gran respeto hacia usted profesor",2
"Todo muy bien, pero la entrega de notas un poco tarde",1
"Todo muy bien, acompañamiento en el desarrollo de los temas y actividades de los mismos",1
"Todo muy bien la verdad, el único aspecto a mejorar fue que nunca nos dio las notas de los talleres realizados",-1
Todo muy bien dentro de lo que cabe por la situación que estamos pasando.,1
Todo muy bien dentro de lo que cabe por la situación que estamos pasando.,1
"Todo muy bien dentro de lo que cabe por la situación que estamos pasando, es demasiado comprensiva y su metodologia es muy buena.",1
"Todo muy bien dentro de lo que cabe por la situación que estamos pasando, aunque si podria mejorar en la metodologia de las clases",1
Todo muy bien dentro de lo que cabe por la situación que estamos pasado.,1
Todo muy bien dentro de lo que cabe por la situación que estamos pasado.,1
"Todo muy bien , excelente profesor",1
Todo muy bien,1
"Todo lo acordado en el curso fue aclarado hacia los estudiantes y cumplido con éxito, aunque las explicaciones del profesor fueron claras para las clases, considero que no fueron muy claras para alguno de los talleres por lo que el nivel de comprensión de los mismos bajaba un tanto. Para concluir en general, fue un buen curso.",1
Todo fue muy claro,1
Todo excelente,1
"Todo estuvo muy bien, los temas, la metodología y la explicación del profesor cumplió con mis expectativas de aprendizaje, así mismo aprendí y comprendí todos los temas.",1
Todo estuvo muy bien,1
Todo estuvo bien,1
Todo estuvo bien,1
"Todo está correcto, hubo un adecuado trato por parte del profesor y pude lograr los objetivos planteados a inicio del curso",1
Todo el programa academico fue adecuado,1
"Todo el curso fue acorde a lo esperado, gracias al docente que lo dicta, haciéndolo de una forma clara y precisa, en la cual facilita el entendimiento de esta, muy buen dominio del curso y de cómo llegar a sus estudiantes para que entiendan de la mejor manera y no pierdan el interés.",2
Todo correcto,1
Todo correcto,1
Todo bien.,1
Todo bien.,1
Todo bien.,1
"Todo bien, solo se demora un poco en entregar las notas pero de resto todo perfecto",1
Todo bien x2,1
Todo bien solo que algunos temas de teoria deberia darlos bien y no repasarlos por encima,-1
Todo bien (y),1
Todo bien,1
Todo bien,1
Todo bien,1
Todo bien,1
Todo Bien,1
Todo bien,1
Todo bien,1
Todo bien,1
"Todas las clases muy bien junto a la metodología, pero se debe organizar mejor los laboratorios, ya que los dos realizados no tuvieron un enfoque realmente en los temas de cereales y oleaginosas. Se deben realizar laboratorios enfocados en la aplicación industrial de los cereales y oleaginosas",-1
"Todas las clases muy bien explicadas y el empeño que pusonpara poder enseñar correctamente pero, si es recomendable buscar un poco más la puntualidad de entrega de las notas de evualuaciones y demás trabajos.",1
"Todas las clases en general estuvieron bien, aún teniendo virtualidad",1
"Toda la clase es muy dinamica, el profesor es muy respetuoso y hace la clase divertida, lo unico malo son las salidas pedagogicas que hace fuera de la universidad, y siempre falto porque no me gustan las odio, y muchos de los compañeros que faltan a esas actividades es por lo mismo, desearía que hicieran la clase siempre en la universidad, con la misma energía del profesor y se limitaran a eso",-1
"Toda la asignatura la recibi en la sede de cali , lo cual la dra no me dio clases este segundo semestre",0
Tiene una muy buena metodologia de trabajo. Felicitaciones,1
Tiene una muy buena metodologia de enseñanza. Se hace entender.,1
"Tiene una muy buena actitud de enseñanza pero no se desenvuelve bien al explicar un tema, puede tener el conocimiento pero se enreda mucho al explicarlo, no es muy claro y quedamos con muchas dudas al respecto, hay temas que simplemente no se veran por que hemos ''perdido'' tiempo explicando algunos temas y algunos que son importantes para la carrera no se veran.",-1
Tiene que manejar su clase mejor,-1
"Tiene que cumplir con lo acordado con los estudiantes, no debe cambiar las reglas del curso sin el consentimiento de los estudiantes",-1
Tiene algunas fallas pero da muy buenos ejemplos practicos y su forma de explicar deja muy claras las cosas,1
"The teacher is great teachin english or anything that she really likes,this time was funny and at the same time bored, but i enjoy this thank you and remain as you are now in the future",1
"The Best teacher in the university, she teacher super. I felt a bit choked with so many jobs, but I lacked more discipline",1
Teniendo en cuenta que esta materia es muy importante en la carrera deberían implementar mas horas,0
"Teniendo en cuenta que es una materia que solo cuenta con 2 créditos, absorbe mucho mas de mi tiempo que cualquier otra materia de mi desarrollo profesional, ya que cada clase programa un Quiz que requiere de una memorización de Vocabulario con su significado y un ejemplo donde se utiliza esta palabra y por esto requiere de un estudio previo bastante extenso",0
"Teniendo en cuenta el tema de la pandemia se nos dificultó mucho la realización de un trabajo y la profesora no tuvo en cuenta esto dejando un gran sin sabor, ya que este es de gran porcentaje para la materia y algunos temas no fueron bien comprendidos por la mayoría de mis compañeros",-1
"Teniendo en cuenta el paro indefinido que hubo, personalmente siendo que se debio tener un poco mas de tiempo para haber visto las clases sin tanta presion, haber tenido mas tiempo para los parciales y con ello, para presentar unas exposiciones y productos a la altura del docente, ya que con el poco tiempo se nos cruzo las actividades de las materias y se considera no tuvimos buen tiempo para prepararnos.",-1
"Teniendo en cuenta el paro indefinido que hubo, personalmente considero que se hubiera tenido en cuenta mas tiempo para ver las clases sin tanta presion, haber tenido mas tiempo para estudiar al presentar los parciales y posterior a ello las exposiciones, haber presentado trabajos a la altura del docente encargado.",-1
"Tener una mejor actitud a la hora de expresarse, aunque no sea con intencion de intimidarnos causa esa impresion",-1
Tener mas dinamismo en clase,-1
"Tendencias políticas durante las clases, lo que provoca la perdida de clase por exponer temas sobre política y economía, que sinceramente, son irrelevantes y solo provocan la perdida del ritmo de trabajo durante la clase.",-1
Teacher I miss you so much...,1
Te da un destornillador para armar un carro*****,0
"Tardó mucho en entregar las calificaciones, y afectó en saber si era mejor cancelar o no. De resto enseña bien, solo que procure no tardar en subir las notas, para que los estudiantes sepan que tal van en la materia",-1
Tarda dos clases en entregar notas.,-1
Sus tecnicas de enseñanza son excelentes,1
Sus explicaciones no van mas allá que ejemplos basicos,-1
"Sus clases son muy dinamicas es muy atento a cada duda de cada estudiante, es un buen profesor",2
Sus clases fueron muy productivas para construir mi conocimiento Muchas gracias profesor,1
"Super, excelente. el manejo de todo el material. y la practica y enseñanza que se ve al momento de enseñar.",1
Su pedagogía no es muy clara para mi formación académica,-1
Su metologia no era acorde al nivel de la mayoria de los estudiantes,-1
Su metodologia no es tan apropiada para comprender los temas,-1
"Su metodología no es mala, sin embargo no permite que los estudiantes adquieran el conocimiento requerido para la evaluación del curso, sus explicaciones y su actitud fue ética en la mayoría de los casos, pero este trató al grupo de ""vagos irresponsables"" cuando la mayoría nos esforzamos por cumplir con sus criterios de evaluación.",-1
"Su metodologia no es las mas apropiada para compartir su conocimiento, clases monotonas y sin interes, convierten su curso en algo aburrido para los estudiantes",-1
"Su metodología mejoro mucho con respecto al semestre anterior, uso herramientas y nuevas estrategias para evaluar. Aunque debo resaltar que sus lecturas son demasiado extensas (50-200 páginas cada semana) y era difícil leerlas, ya que no se ajustaban a mi horario, deberíamos aclarar que somos nocturnos porque el día para nosotros está ocupado",0
"Su metodologia hace que la clase sea muy aburridora, es muy triste salir de una clase y no entender nada, deberia de cambiar su manera de explicar y nunca crei que un idoma que me gusta se vuelva tan aburridor",-1
Su metodología es precisa y clara haciendo que la materia sea agradable,1
"Su metodología es muy buena, nos involucra mucho con el medio que nos rodea",2
Su metodologia de enseñanza es muy buena,1
Su metodología con el uso de las TICs ha ayudado alcanzar las metas del curso. Felicitaciones!!,2
"Su metodo evaluativo es confuso, en el momento de realizar observaciones generales regularmente era ofensivo con sus comentarios y en general las explicaciones, metodos evaluativos y ejercicios en clase era muy complejos para su desarrollo",-1
"Su método de explicación enfocado al medio es excelente, son enriquecedoras las clases, es muy critico y exigente. con el he aprendido mucho. A pesar que el curso anterior de primer semestre con otro docente no me proporciono las bases para entender esta materia. Profesor Lineros excelente docente",1
Su metodo de enseñar me gusta profe. Siga asi,1
"Su metodo de enseñar esta muy bien profe, solo que me gustaria que dejara mas talleres para estudiar",1
"Su manera de evaluar es muy exigente, al contrario de como fue en arquitectura 1, en mi opinion hubiera sido mejor la metodologia de evaluacion por quiz",-1
"Su manera de enseñar es muy practica y clara, lo unico con lo que no estoy muy de acuerdo es que las opiniones en clase deben ser planteadas como el las desea escuchar aunque sea correcto",-1
SU MANERA DE ENSEÑAR ES MUY DIDACTICA,1
Su manera de enseñar es muy buena las clases eran muy entretenidas,1
Su manera de calificar no es la mejor y sus explicaciones dentro de la clase a veces se quedan cortas para algunos temas,-1
"Su forma de enseñar es muy acertada, permite la comprensión de los temas con temas de la vida real. Excelente profesora",2
"Su clase de matematicas da gusto, los temas se entienden al 100% y su metodolgía es excelente.",1
Son amenas y útiles las clases,1
Solo resta felicitarlo,1
Solo resalto el hecho de que el profesor se extendia demasiado explicando los temas,-1
"Solo queda resaltar la labor del profesor joshua tanto dentro del aula como feura de esta, se nota comprometido para con sus estudiantes es una persona muy amable dispuesto a resolver dudas y apoyar el proceso de formacion del estudiante motivandolo a investiga",2
"Solo que la profesora no deje que saboteen tanto las clase, puesto que esto distrae y después de cierto tiempo es aburridor, ya que al estar explicando un tema y luego seguirle la corriente a las personas que sabotean la clase (hablar de cosas no académicas), uno se desentiende de la clase",-1
"Solo le haría una sugerencia acerca de la metodología que el usa con las diapositivas, tratar de que estas no contengan tanto texto para que de esta manera la clase no se vuelva un poco agotadora. El profesor nos imparte conocimiento muy valioso y domina los temas, solo en esa parte haría mi sugerenci",1
Solo dire que fue muy bueno el curso y aprendi muchas cosas,1
Solamente decir que el profesor se enredaba explicando algunas cosas y ya luego las aclaraba de nuevo,0
Sin palabras. Muy buena asignatura pero con fallas con respecto a las herramientas utilizadas para tal fin,1
"Sin observaciones, Las guias aportadas durante el semestre fueron de mucha ayuda para aumentar el conocimiento.",1
SIN OBSERVACIONES,0
SIN OBSERVACIONES,0
SIN OBSERVACIONES,0
SIN OBSERVACIONES,0
SIN OBSERVACIONES,0
Sin observaciones,0
SIN OBSERVACIONES,0
Sin observaciones,0
Sin observaciones,0
Sin observaciones,0
Sin observaciones,0
Sin observaciones,0
Sin duda el mejor profesor que tiene la sede,1
"Sin duda el es un buen profesor, pero le quiero recomendar que utilice otra metodología para enseñar que no sea con ese tablero, nunca se lo dije pero realmente casi no se entiende con esa metodología, le pregunté a mi grupo cercano de compañeros y compartían mi opinión",-1
Sin comentarios. :),0
Sin comentarios,0
Sin comentarios,0
Sin comentarios,0
Sin comentarios,0
Sin comentarios,0
Simplemente me gusta mucho este docente.,1
"Sigue siendo un enigma el porqué nos enseñan materias que no nos servirán en absoluto como ingenieros de sistemas, resultando como obstáculo o para torpedear el desarrollo académico del estudiante, con materias que no tienen que ver con nuestra área, más allá de 1 en 1 millón que se especializarían en algo relacionado.",0
"Siga así, profe.....",1
"Siento que se siguen cometiendo los mismos errores y no están tomando en cuenta las observaciones de nosotros los estudiantes. Es INCREÍBLE que las notas de un parcial se tomarán UN MES para ser entregadas, además de eso que no tuviéramos opcional y que no de cumpliera con lo estipulado por el profesor de hacer tres parciales y que a la final nos hicieran dos parciales con valor de 50/50 y fuera de las fechas de parciales. Siento que hay una falta de respeto por parte del profesor, nos cambiaba el horario de clase sin preguntarnos, a la final ya no subía documentación de las clases y aunque ellos no estén en esa obligación la virtualidad ha sido dura tanto para los maestros como para nosotros y son esa documentación la que nos sirve para el estudio por fuera de horario. Espero hagan algo enserio porque ustedes quieren profesionales excelentes pero con esta forma de enseñanza no se que esperan",-1
"Siento que nadie esperaba esta modalidad y mucho menos los profesores, le falto un poco mas al profesor adquirir metodoloogias y herramientas de enseñanza mas acordes a la modalidad virtual ya que calculo es una materia que requiere de mucha atencion, y por este medio se pierde muy facil",-1
"Siento que el profesor debería de cambiar un poco su metodología de enseñanza ya que eso hace que sea muy monótona las clases, nos hizo perder en muchas ocasiones el tiempo para iniciar la clase, y su",-1
"Siempre las observaciones son para criticar o mejorar, esta vez sera para felicitar, esta es un materia que sera importante para la vida laboral, y de la forma en que la planteo en lo teorico y en lo practico, ayudo mucho, fueron circuitos y maquetas que siempre dejan una enseñansa nueva, una experiencia mas para la vida, fue muy buena la materia, con un buen docente y ante todo, una gran persona",1
Siempre es respetuosa y clara. Me gustan sus metodos aunque se me dificulte algunas cosas siempre trato de comprender todo y ser exigente conmigo misma,1
"Siempre atento a cualquier duda y con respuesta oportuna, explica cuantas veces sea necesario el tema para su comprensión, siempre muy puntual y con energía para empezar la clase. No me gustó que los temas se vieran de manera acelerada, eso dificultó un poco la comprensión de lo que hacíamos, en especial de las tareas.",1
"Si, buena",1
"Si notarán, la calificacion es buena, porque la profesora en si es buena profesora, le gusta su vocacion, pero, no hay que ser tan EXTREMADAMENTE extrictos y
mucho menos con una materia electiva, maneja muy bien los horarios de entrega, pero repito nuevamente, no se debe ATOSIGAR al estudiante al punto de cogerle fastidio a la asignatura, sexualidad humana la tome como una asignatura chevere, asignatura electiva que valia la pena elegirla, pero una vez en ella definitivamente el metodo para una materia de esas no es la que la profe eligio, uno entró a la asignatura con ganas de aprender e impulsar las ganas de ampliar su conocimiento, pero al final la materia fue un caos, ya uno no quiere verla por aprender si no porque toca.",-1
Si,0
Seria excelente si enseñara todos los calculos,2
"Seria conveniente tener un apoyo aparte del profesor , tener asesorias",0
Sería bueno ver álgebra lineal antes de ver este curso.,0
Seria bueno que los los profesores tomaran metodologias de enseñanza de la profesora viviana es una excelente profesora,1
Seria bueno que la arquitectura que se ven en este curso se oriente a arduino o raspberry pi,0
SERIA BUENO NO DAR TODA LA CLASE EN INGLES PARA PODER ENTENDER,-1
"Sería bueno dar mas ejemplos de los temas, no dejar ejercicios a medias para que sea mas clara la explicación",-1
"Ser mas paciente a la hora de responder cuando los estudiantes hagamos preguntas, ya que muchas veces se molesta",-1
